Paper_ID,title,author,id,corresponding_author,Author_ID,abstract
9540,Exposure-Tolerant Imaging Solution for Cultural Heritage Monitoring.,Alessandra Neri|Emma Angelini|Franco Ferraris|Marco Parvis|Sabrina Grassini|Simone Corbellini,19895,Alessandra Neri,22743,This paper demonstrates...
9541,A Novel Approach to Remote Teaching: Multilanguage Magnetic Measurement Experiment.,Drago Cmuk|Mladen Borsic|Sergio Rapuano|Tarik Mutapcic,19896,Drago Cmuk,22745,The paper highlights...
9542,Self-mixing laser diode velocimetry: application to vibration and velocity measurement.,Guido Giuliani|Guy Plantier|Lorenzo Scalise|Thierry Bosch|Yanguang Yu,19897,Guido Giuliani,22443,The paper examines...
9543,Feasibility of picosecond electrical sampling using GaAs FET.,Achour Ouslimani|Guy Vernet|Habiba Hafdallah|Paul Crozat|Robert Adde,19898,Achour Ouslimani,22750,This paper presents...
9544,A Review of Relationships Between Possibility and Probability Representations of Uncertainty in Measurement.,Gilles Mauris,19899,Gilles Mauris,17327,The paper compares...
9545,Coaxial-Cable Wound Rogowski Coils for Measuring Large-Magnitude Short-Duration Current Pulses.,Ibrahim A. Metwally,19900,Ibrahim A. Metwally,20652,The research aims to explore...
9546,Two methods for improved measurements of reactive power and reactive energy insensitive to frequency variations.,Branislav Djokic|Petar Bosnjakovic,19901,Branislav Djokic,17960,The paper examines...
9547,A Built-in Technique for Measuring Substrate and Power-Supply Digital Switching Noise Using PMOS-Based Differential Sensors and a Waveform Sampler in System-on-Chip Applications.,Cosmin Iorga|Robert W. Dutton|Yi-Chang Lu,19902,Cosmin Iorga,22755,The research aims to explore...
9548,Robustness Issues of the Best Linear Approximation of a Nonlinear System.,Gerd Vandersteen|Johan Schoukens|John Lataire|Rik Pintelon|Tadeusz P. Dobrowiecki,19903,Gerd Vandersteen,18213,The study illustrates...
9549,PEC Frequency Band Selection for Locating Defects in Two-Layer Aircraft Structures With Air Gap Variations.,Dixiang Chen|Feilu Luo|Guiyun Tian|Mengchun Pan|Yunze He,19904,Dixiang Chen,19315,The study proposes...
9550,A remotely controlled coaxial switch for impedance standard calibration.,Danilo Serazio|Gian Carlo Bosco|Luca Callegaro|Pier Paolo Capra,19905,Danilo Serazio,17461,This paper addresses...
9551,A New Method for RTS Noise of Semiconductor Devices Identification.,Alicja Konczakowska|Arkadiusz Szewczyk|Jacek Cichosz,19906,Alicja Konczakowska,22760,The study proposes...
9552,Direct-reading absolute calibration of AC voltage ratio standards.,Danilo Serazio|Gian Carlo Bosco|Luca Callegaro|Vincenzo D'Elia,19907,Danilo Serazio,17461,This paper demonstrates...
9553,"Two-photon mode preparation and matching efficiency: definition, measurement, and optimization.",Alan Migdall|Giampiero Furno|Ivo Pietro Degiovanni|Michael Ware|Stefania Castelletto|Valentina Schettini,19908,Alan Migdall,22763,This paper addresses...
9554,Passivity Enforcement of Transfer Functions.,Rik Pintelon|Tom D'haene,19909,Rik Pintelon,18198,The paper compares...
9555,Measurement of cylindrical objects through laser telemetry: application to a new forest caliper.,Christian Eugène|Emmanuel Dereine|Michaël Demeyere|Volodia Naydenov,19910,Christian Eugène,21911,This paper presents...
9556,3-D approach to designing the excitation coil of an electromagnetic flowmeter.,Andrzej Michalski|Jacek Starzynski|Stanislaw Wincenciak,19911,Andrzej Michalski,18810,This paper addresses...
9557,Comparison of two Josephson array voltage standard systems using a set of Zener references.,June Sims|Richard Steiner|Yi-Hua Tang,19912,June Sims,22773,The research introduces...
9558,The OpenPMU Platform for Open-Source Phasor Measurements.,D. John Morrow|David M. Laverty|Iyad Al Khatib|Luigi Vanfretti|Paul Brogan|Robert J. Best,19913,D. John Morrow,22775,This paper is about...
9559,A Novel Statistical Timing and Leakage Power Characterization of Partially Depleted Silicon-on-Insulator Gates.,Fabrizio Lombardi|Kyung Ki Kim|Yong-Bin Kim,19914,Fabrizio Lombardi,17758,The paper highlights...
9560,Real-time Intranet-controlled virtual instrument multiple-circuit power monitoring.,Chung-Ping Young|Michael J. Devaney|Wei-Lun Juang,19915,Chung-Ping Young,19491,The research introduces...
9561,Stiffness Measurement Method of Repulsive Passive Magnetic Bearing in SGMSCMG.,Dong Chen|Jinji Sun|Yuan Ren,19916,Dong Chen,22783,The research aims to explore...
9562,The design of a family of high-current switches with over-current and over-temperature protection.,William H. Dawes,19917,William H. Dawes,22786,The research evaluates...
9563,Novel 100-Omega Metal Foil Resistor.,Masaya Kumagai|Matsuo Zama|Nobu-hisa Kaneko|Takehiko Oe|Yasuhiko Sakamoto,19918,Masaya Kumagai,22163,The research evaluates...
9564,A Cost-Effective SDR Platform for Performance Characterization of RFID Tags.,Danilo De Donno|Fabio Ricciato|Luca Catarinucci|Luciano Tarricone|Riccardo Colella,19919,Danilo De Donno,21261,This paper is about...
9565,Linearization of nonlinear dynamic systems.,Gerd Vandersteen|Johan Schoukens|József G. Nemeth|Philippe Crama|Rik Pintelon,19920,Gerd Vandersteen,18213,The paper compares...
9566,Acoustic proximity ranging in the presence of secondary echoes.,Jian Li|Louis N. Cattafesta|Mark Sheplak|Renbiao Wu|Srihari Rasmi|Xi Li,19921,Jian Li,17895,This paper presents...
9567,A compact extended-cavity diode laser with a Littman configuration.,Eun-joo Shin|Ho Seong Lee|Sang Eon Park|Taeg Yong Kwon,19922,Eun-joo Shin,22795,The study illustrates...
9568,Compensation of Random and Systematic Timing Errors in Sampling Oscilloscopes.,C. M. Wang|Dylan F. Williams|Joshua D. Wepman|Kate A. Remley|Paul D. Hale,19923,C. M. Wang,18725,The study proposes...
9569,Determination of Transition Error Corrections for Low Frequency Stepwise-Approximated Josephson Sine Waves.,Gunnar Eklund|Karl-Erik Rydler|Tobias Bergsten|Valter Tarasso,19924,Gunnar Eklund,18845,The research reveals...
9570,Experimental sampling distributions and confidence intervals of the Allan variance in some DC electrical measurements.,T. J. Witt,19925,T. J. Witt,22798,The paper examines...
9571,Plateau flatness in the ACQHR: do gates really help?,A. Dave Inglis|Barry M. Wood|Marcel Cote|Murray D. Early|R. Brent Young,19926,A. Dave Inglis,18418,The study illustrates...
9572,Correction of Systematic Errors Due to the Voltage Leads in an AC Josephson Voltage Standard.,Joseph R. Kinard|Piotr S. Filipski|Samuel P. Benz|Thomas E. Lipe|Yi-Hua Tang,19927,Joseph R. Kinard,19714,The study analyzes...
9573,The OFMET Watt balance: Progress report.,Alain Courteville|Ali L. Eichenberger|Ali R. Pourzand|Beat Jeckelmann|Blaise Jeanneret|P. Richard H. Schneiter|Rene Dändliker|Walter Beer,19928,Alain Courteville,20337,The paper examines...
9574,Elimination of shunting conductance effects in a low-cost capacitive-sensor interface.,Gerard C. M. Meijer|Xiujun Li,19929,Gerard C. M. Meijer,18220,The paper compares...
9575,Frequency-Domain Analysis of Effects of a Diverged Interconnect Design Involved in High-Speed Front-End Electronics.,Hansang Lim,19930,Hansang Lim,22800,The paper highlights...
9576,"Enhanced Interpolated-DFT for Synchrophasor Estimation in FPGAs: Theory, Implementation, and Validation of a PMU Prototype.",Mario Paolone|Paolo Romano,19931,Mario Paolone,22801,The study illustrates...
9577,On the calculation of the electrical properties of precision coaxial lines.,Jürg Rüfenacht|Pascal Leuchtmann,19932,Jürg Rüfenacht,22803,This paper demonstrates...
9578,Special Section on the 2011 IEEE International Symposium on Medical Measurements and Applications.,Sergio Rapuano|Wendy Van Moer,19933,Sergio Rapuano,17770,The study illustrates...
9579,Robust Recursive Eigendecomposition and Subspace-Based Algorithms With Application to Fault Detection in Wireless Sensor Networks.,H. C. Wu|Kai Man Tsui|Shing-Chow Chan,19934,H. C. Wu,22805,The paper discusses...
9580,Traceable CO,Detlef Schiel|Gerardo J. Padilla-Víquez|Jorge Koelliker-Delgado|Karl Jousten|Olav Werhahn,19935,Detlef Schiel,19958,The paper discusses...
9581,Signal Transmission by Galvanic Coupling Through the Human Body.,Marc Simon Wegmueller|Michael Oberle|Niels Kuster|Norbert Felber|Wolfgang Fichtner,19936,Marc Simon Wegmueller,22810,The research reveals...
9582,Helmholtz-Type Regularization Method for Permittivity Reconstruction Using Experimental Phantom Data of Electrical Capacitance Tomography.,Hamid Dehghani|Manuchehr Soleimani|Phaneendra K. Yalavarthy,19937,Hamid Dehghani,22815,This paper presents...
9583,Real-Time Tree-Foliage Surface Estimation Using a Ground Laser Scanner.,Alexandre Escolà|Jaume Arnó|Joan Masip|Joan Ramon Rosell Polo|Jordi Llorens|Jordi Palacín|Manel Ribes-Dasi|Marcel Tresanchez|Ricardo Sanz|Tomás Palleja,19938,Alexandre Escolà,22818,The research aims to explore...
9584,DC Characterization of AC Current Shunts for Wideband Power Applications.,Ernest Houtzager|Gert Rietveld|Jan H. N. van der Beek,19939,Ernest Houtzager,18843,The paper highlights...
9585,A new Peltier sensor for measuring the thermal conductivity of fluids.,Cristophe Machut|Didier Leclercq|Etienne Gaviot|Pascale Godts|Samy Sakly,19940,Cristophe Machut,22827,The research introduces...
9586,Robust Brightness Measurement and Exposure Control in Real-Time Video Recording.,Chen-Yu Chien|Li-Wei Cheng|Wen-Chung Kao|Wen-Kuo Lin,19941,Chen-Yu Chien,22832,The paper compares...
9587,Compensation for the Dynamics Effect on Nanoscale Broadband Viscoelasticity Measurements Using Adaptive Filtering Approach.,Ping Xie|Qingze Zou|Zhonghua Xu,19942,Ping Xie,22836,The paper compares...
9588,Novel Reflectometer for Millimeter-Wave 3-D Holographic Imaging.,Joseph T. Case|Mohammad Tayeb Ahmad Ghasr|Reza Zoughi,19943,Joseph T. Case,18459,The study proposes...
9589,An Adaptive Resonator-Based Method for Power Measurements According to the IEEE Trial-Use Standard 1459-2000.,D. P. Marcetic|Josif J. Tomic|Miodrag D. Kusljevic,19944,D. P. Marcetic,22839,The study illustrates...
9590,A Combined Approach for High-Resolution Corrosion Monitoring and Temperature Compensation Using Ultrasound.,R. Johnsen|T. F. Johansen|T. Rommetveit,19945,R. Johnsen,22840,The research introduces...
9591,Measuring availability indexes with small samples for component and network reliability using the Sahinoglu-Libby probability model.,David L. Libby|Mehmet Sahinoglu|Sunil R. Das,19946,David L. Libby,22843,The study proposes...
9592,A pulse measurement intercomparison.,Albert J. Caravone|C. Duff|James Andrews|John P. Deyst|S. Nabiocheck|T. Michael Souders,19947,Albert J. Caravone,22844,The study proposes...
9593,Investigation of Rapid Adiabatic Passage for Controlling Collisional Frequency Shifts in a Caesium Fountain Clock.,Michael Kazda|Nils Nemitz|Stefan Weyers|Vladislav Gerginov,19948,Michael Kazda,22848,The research introduces...
9594,Matching and 3-D Reconstruction of Multibubbles Based on Virtual Stereo Vision.,Bin Wu|Liqun Qu|Ting Xue,19949,Bin Wu,22851,This paper is about...
9595,A High-Performance Procedure for Effective Number of Bits Estimation in Analog-to-Digital Converters.,Daniel Belega|Dario Petri|Dominique Dallet,19950,Daniel Belega,18484,The research evaluates...
9596,Invariant-Feature-Pattern-Based Form Characterization for the Measurement of Ultraprecision Freeform Surfaces.,Chi Fai Cheung|Ling Bao Kong|Ming Jun Ren|Xiangqian Jiang,19951,Chi Fai Cheung,22854,This paper demonstrates...
9597,Sensing turbulence transit time by pulsed ultrasound for single-phase fluid flow measurement.,Harshal B. Nemade|Prem C. Pandey|T. Anjaneyulu,19952,Harshal B. Nemade,22858,The research reveals...
9598,An Optimized Implementation of Phase Locked Loops for Grid Applications.,Alejandro G. Yepes|Francisco D. Freijedo|Jesus Doval-Gandoy|Pablo Fernandez-Comesana|Óscar Lopez,19953,Alejandro G. Yepes,22861,The paper examines...
9599,An Efficient EM Algorithm for Energy-Based Multisource Localization in Wireless Sensor Networks.,Lihua Xie|Wei Meng|Wendong Xiao,19954,Lihua Xie,21201,The research introduces...
9600,Estimation of Power System Frequency Using an Adaptive Notch Filter.,Alireza R. Bakhshai|Masoud Karimi-Ghartemani|Mohsen Mojiri,19955,Alireza R. Bakhshai,22867,This paper addresses...
9601,A simple method for measuring the dielectric constant of solids.,Ajay Chakrabarty|Amitabha Bhattacharya|K. S. Ranga Rao|Subrata Gupta,19956,Ajay Chakrabarty,22870,The research evaluates...
9602,Prognosis of Defect Propagation Based on Recurrent Neural Networks.,Arnaz Malhi|Robert X. Gao|Ruqiang Yan,19957,Arnaz Malhi,22874,The research evaluates...
9603,Detection of airway obstructions and sleep apnea by analyzing the phase relation of respiration movement signals.,Péter Várady|Szabolcs Bongár|Zoltán Benyó,19958,Péter Várady,21949,The research aims to explore...
9604,Association of DOA Estimation From Two ULAs.,Chun-Yang Peng|Li Bai|Saroj Biswas,19959,Chun-Yang Peng,22877,This study investigates...
9605,Testing-Based Watermarking Techniques for Intellectual-Property Identification in SOC Design.,Yu-Cheng Fan,19960,Yu-Cheng Fan,17574,The research introduces...
9606,KRISS-NRC Intercomparisons of Calibration Systems for Instrument Transformers With Many Different Ratios at Power Frequency.,Eddy So|Jae Kap Jung|Myungsoo Kim|Young Tae Park,19961,Eddy So,17961,The research reveals...
9607,Precise ratio transformer: a new concept of the magnetic system.,Han Jun Kim|Rae Duk Lee|Yu. P. Semyonov,19962,Han Jun Kim,18025,The research aims to explore...
9608,Diagnosis of PEM Fuel Cell Drying and Flooding Based on Power Converter Ripple.,Giovanni Dotelli|Paola Gallo Stampino|Roberto Ferrero|Saverio Latorrata|Sergio Toscani,19963,Giovanni Dotelli,22026,The paper compares...
9609,Uncertainty of oscilloscope timebase distortion estimate.,C. M. Wang|Kevin J. Coakley|Paul D. Hale|Tracy S. Clement,19964,C. M. Wang,18725,This study investigates...
9610,Multivariate Gray Model-Based BEMD for Hyperspectral Image Classification.,Jing Jin|Qiang Wang|Yan Wang|Yi Shen|Zhi He,19965,Jing Jin,22881,This paper is about...
9611,Real-time tracking of time-varying velocity using a self-mixing laser diode.,Anthony Sourice|Guy Plantier|Noël Servagent|Thierry Bosch,19966,Anthony Sourice,19838,The paper examines...
9612,A new robust method for six-port reflectometer calibration.,Bernard Huyart|Eric Bergeault|Frank Wiedmann|Louis P. Jallet,19967,Bernard Huyart,18201,This paper presents...
9613,An empirical Bayesian stopping rule in testing and verification of behavioral models.,Mehmet Sahinoglu,19968,Mehmet Sahinoglu,18526,The research reveals...
9614,Measurement of the Sensitivity Function in a Time-Domain Atomic Interferometer.,Alexandre Gauguet|Arnaud Landragin|Benjamin Canuel|Florence Yver-Leduc|Franck Pereira Dos Santos|Patrick Cheinet,19969,Alexandre Gauguet,22886,This study investigates...
9615,Wideband communication system sensitivity to overloading quantization noise [ADC characterization].,Antonio Moschitta|Dario Petri,19970,Antonio Moschitta,17411,The paper discusses...
9616,Bounding the Polynomial Approximation Errors of Frequency Response Functions.,Gerd Vandersteen|Johan Schoukens|Rik Pintelon|Yves Rolain|Zlatko Emedi,19971,Gerd Vandersteen,18213,The research introduces...
9617,BNM-SYRTE fountains: recent results.,A. Luiten|André Clairon|C. Vian|Christophe Salomon|D. Chambon|Giorgio Santarelli|H. Marion|I. Maksimovic|L. Cacciapuoti|M. Abgrall|M. Tobar|P. Rosenbusch|Philippe Laurent|S. Zhang|Sebastien Bize,19972,A. Luiten,22891,This paper demonstrates...
9618,Principle and Application of a Sensitive Handy Electrooptic Probe for Sub-100-MHz Frequency Range Signal Measurements.,Ai-ichiro Sasaki|Mitsuru Shinagawa,19973,Ai-ichiro Sasaki,22902,The study analyzes...
9619,Active Instrument Controller With Script Interpreter.,Bostjan Glazar|Marko Jankovec|Marko Topic,19974,Bostjan Glazar,22903,This paper presents...
9620,A Testbed for Evaluation of the Effects of Multipath on Performance of TOA-Based Indoor Geolocation.,Jie He|Kaveh Pahlavan|Qin Wang|Shen Li,19975,Jie He,22906,The research aims to explore...
9621,Detection of Corrosion in Reinforcing Steel Bars Using Microwave Dual-Loaded Differential Modulated Scatterer Technique.,Kristen M. Donnell|Reza Zoughi,19976,Kristen M. Donnell,22909,The study proposes...
